#GENE	1_S31	3_S32	4_S33	6_S34
Gm15013	5	10	8	9
Gm15014	0	0	0	0
Gm15015	0	0	0	0
Gm15016	4	0	11	5
Gm15017	0	0	0	0
Gm15018	0	0	0	0
Gm15019	0	0	0	0
Gm15020	0	0	0	0
Gm15021	0	0	0	0
Gm15022	0	0	0	0
Gm15023	0	0	0	0
Gm15025	0	0	0	0
Gm15026	0	0	0	0
Gm15027	0	0	0	0
Gm15028	0	1	1	0
Gm15029	0	0	0	0
Gm15030	0	0	0	0
Gm15031	0	0	0	0
Gm15032	0	1	0	2
Gm15033	0	0	0	0
Gm15034	1	0	1	0
Gm15036	0	0	0	0
Gm15037	0	0	0	0
Gm15038	0	0	0	0
Gm15039	0	0	0	0
Gm15040	0	0	0	0
Gm15041	0	0	0	0
Gm15042	0	0	0	0
Gm15043	0	0	0	0
Gm15044	0	0	0	0
Gm15045	0	0	0	0
Gm15046	5	3	4	6
Gm15047	0	0	0	0
Gm15048	0	0	0	0
Gm15049	0	0	0	1
Gm15050	7	4	4	6
Gm15054	0	0	0	0
Gm15056	0	0	0	0
Gm15057	2	0	0	0
Gm15058	0	1	1	1
Gm15060	0	0	0	0
Gm15061	0	0	0	0
Gm15062	0	0	0	0
Gm15063	0	0	1	2
Gm15065	0	0	0	1
Gm15066	17	18	11	16
Gm15067	0	0	0	0
Gm15068	0	0	0	0
Gm15069	0	0	0	0
Gm15071	1	0	0	0
Gm15073	0	0	1	0
Gm15074	0	0	0	0
Gm15075	0	0	0	0
Gm15076	0	0	0	0
Gm15077	0	0	0	0
Gm15078	1	0	0	0
Gm15079	0	0	0	0
Gm15080	1	0	2	3
Gm15081	0	0	0	0
Gm15082	0	0	0	0
Gm15083	0	0	2	0
Gm15084	0	0	0	0
Gm15085	0	0	0	0
Gm15086	0	0	0	0
Gm15087	0	0	0	0
Gm15088	0	0	0	0
Gm15089	0	0	0	0
Gm15090	0	0	0	0
Gm15091	2	2	1	0
Gm15092	0	0	0	0
Gm15093	0	0	0	0
Gm15094	0	0	0	0
Gm15095	0	0	0	0
Gm15096	0	0	0	0
Gm15097	0	0	0	0
Gm15098	0	0	0	0
Gm15099	0	0	0	0
Gm15100	0	0	0	0
Gm15101	0	0	0	0
Gm15102	0	0	0	0
Gm15103	0	0	0	0
Gm15104	3	2	1	2
Gm15105	0	0	0	0
Gm15106	0	0	0	0
Gm15107	0	0	0	0
Gm15108	0	0	0	0
Gm15109	0	0	0	0
Gm15110	0	0	0	0
Gm15111	0	0	0	0
Gm15112	0	0	0	0
Gm15113	0	0	0	0
Gm15114	0	0	0	0
Gm15115	0	0	0	0
Gm15116	0	0	0	0
Gm15120	0	0	0	0
Gm15122	54	52	48	45
Gm15123	0	0	0	0
Gm15124	0	0	0	0
Gm15125	0	0	0	0
Gm15126	0	0	0	0
Gm15127	1	0	0	0
Gm15128	1	0	1	5
Gm15129	0	0	0	0
Gm15130	0	0	0	0
Gm15131	0	0	0	0
Gm15132	0	0	0	0
Gm15133	0	0	0	0
Gm15136	1	0	1	0
Gm15138	1	0	0	1
Gm15141	0	0	0	0
Gm15142	0	0	0	2
Gm15143	0	0	0	0
Gm15147	0	0	0	0
Gm15148	1	1	0	0
Gm15149	0	0	0	0
Gm15151	1	1	0	0
Gm15152	1	0	1	1
Gm15153	1	0	0	1
Gm15154	0	0	0	1
Gm15155	0	0	0	0
Gm15156	0	0	0	0
Gm15157	0	0	1	2
Gm15158	0	0	0	0
Gm15159	0	0	0	0
Gm15160	0	0	0	0
Gm15161	0	0	0	0
Gm15162	0	0	0	0
Gm15163	219	179	127	158
Gm15164	0	0	0	0
Gm15165	0	0	0	0
Gm15166	0	0	0	0
Gm15167	0	0	0	0
Gm15168	0	0	0	0
Gm15169	0	0	0	0
Gm15170	0	0	0	0
Gm15171	0	0	0	0
Gm15172	1	0	0	0
Gm15173	0	0	0	0
Gm15175	0	0	0	0
Gm15176	0	0	0	0
Gm15177	0	0	0	0
Gm15178	1	1	0	0
Gm15179	0	0	0	0
Gm15180	0	0	0	0
Gm15181	0	0	56	0
Gm15182	0	0	0	0
Gm15183	0	0	0	0
Gm15185	0	1	1	0
Gm15186	5	5	4	4
Gm15187	0	0	0	0
Gm15188	0	0	0	0
Gm15189	0	0	0	0
Gm15190	4	3	1	7
Gm15191	9	6	2	7
Gm15192	0	0	0	0
Gm15193	0	0	0	0
Gm15194	0	1	0	0
Gm15195	0	1	0	1
Gm15196	0	1	0	0
Gm15197	0	0	3	2
Gm15198	2	0	2	0
Gm15199	0	0	0	0
Gm15200	0	0	0	0
Gm15201	37	29	20	18
Gm15202	0	2	0	0
Gm15203	0	0	0	0
Gm15204	1	1	0	1
Gm15206	0	0	0	0
Gm15207	0	0	0	0
Gm15208	0	1	0	0
Gm15209	0	0	0	0
Gm15211	0	0	0	0
Gm15212	1	3	1	0
Gm15213	0	0	0	0
Gm15214	0	0	0	0
Gm15215	0	0	0	0
Gm15216	2	1	0	0
Gm15217	0	0	1	0
Gm15218	0	0	1	0
Gm15220	0	0	0	0
Gm15221	1	0	0	0
Gm15222	24	19	7	16
Gm15223	1	0	0	0
Gm15224	0	0	0	0
Gm15225	0	0	0	0
Gm15226	4	5	2	4
Gm15227	1	0	0	0
Gm15228	0	0	0	0
Gm15229	0	1	2	0
Gm15230	1	0	0	0
Gm15231	0	0	0	0
Gm15232	0	2	0	1
Gm15233	0	0	0	0
Gm15234	2	3	4	4
Gm15235	0	0	1	0
Gm15236	0	0	0	0
Gm15237	0	0	0	0
Gm15238	0	0	0	0
Gm15239	1	0	0	0
Gm15240	0	0	0	0
Gm15241	0	1	0	0
Gm15242	0	0	0	0
Gm15243	0	0	0	0
Gm15244	0	0	0	0
Gm15245	0	0	1	0
Gm15246	82	55	66	59
Gm15247	3	7	3	3
Gm15251	0	0	0	0
Gm15252	0	0	0	0
Gm15254	0	0	0	0
Gm15256	0	0	0	0
Gm15257	0	0	0	0
Gm15258	0	0	0	0
Gm15259	0	0	0	0
Gm15260	0	0	0	0
Gm15261	3	3	2	2
Gm15262	15	5	13	23
Gm15263	2	1	1	0
Gm15264	25	5	14	14
Gm15265	62	41	51	59
Gm15266	0	0	0	0
Gm15267	2	0	2	1
Gm15268	1	0	1	0
Gm1527	0	0	0	1
Gm15270	29	23	16	21
Gm15271	1	2	2	0
Gm15272	0	0	0	0
Gm15273	0	0	0	0
Gm15274	0	0	0	0
Gm15275	0	0	0	0
Gm15276	0	0	0	0
Gm15279	0	0	0	0
Gm15280	0	0	0	0
Gm15281	0	0	0	0
Gm15282	3	0	0	0
Gm15283	30	21	25	17
Gm15285	4	1	3	4
Gm15286	51	18	31	24
Gm15287	5	2	1	4
Gm15288	1	0	3	1
Gm15289	0	0	1	0
Gm15290	0	0	1	0
Gm15294	2	0	0	0
Gm15295	0	0	0	0
Gm15297	0	0	0	0
Gm15298	7	2	5	4
Gm15300	0	0	0	0
Gm15302	0	0	0	0
Gm15303	0	0	0	0
Gm15304	0	0	0	0
Gm15305	0	0	0	0
Gm15309	0	0	0	0
Gm15310	0	1	0	1
Gm15311	0	0	0	0
Gm15312	0	0	0	0
Gm15313	0	0	0	0
Gm15314	0	0	0	0
Gm15316	1	0	1	0
Gm15318	0	0	0	1
Gm15319	0	0	0	0
Gm15320	0	0	1	1
Gm15321	1	1	1	2
Gm15322	0	0	0	0
Gm15323	0	0	0	0
Gm15324	0	0	0	0
Gm15325	0	0	0	0
Gm15326	23	29	19	30
Gm15327	7	3	7	10
Gm15328	3	7	9	9
Gm15329	0	0	0	1
Gm15331	0	0	0	0
Gm15332	0	0	0	0
Gm15333	0	0	0	0
Gm15334	0	0	0	0
Gm15335	0	0	1	2
Gm15336	0	0	0	0
Gm15337	12	4	9	9
Gm15338	0	0	0	0
Gm15339	0	0	0	0
Gm15340	0	1	0	0
Gm15342	14	3	2	5
Gm15343	0	2	0	0
Gm15344	54	35	46	52
Gm15345	27	19	28	21
Gm15346	0	0	1	1
Gm15347	12	5	5	14
Gm15348	0	0	0	0
Gm15349	1	0	0	0
Gm15350	4	0	1	1
Gm15351	5	5	6	5
Gm15352	0	0	0	0
Gm15353	2	5	0	1
Gm15354	0	0	0	0
Gm15355	0	0	0	0
Gm15356	0	0	0	0
Gm15357	0	0	0	0
Gm15358	0	0	0	0
Gm15361	57	44	46	56
Gm15362	0	0	0	0
Gm15363	0	0	1	1
Gm15364	0	0	0	0
Gm15365	0	0	1	1
Gm15366	0	0	0	0
Gm15367	0	1	0	1
Gm15368	0	0	0	0
Gm15369	0	0	0	0
Gm15370	0	0	0	0
Gm15371	0	0	1	0
Gm15372	0	0	0	0
Gm15373	0	0	0	0
Gm15374	0	0	0	0
Gm15375	0	0	0	0
Gm15376	0	0	0	0
Gm15377	0	0	0	0
Gm15378	0	1	0	0
Gm15379	4	3	2	3
Gm15381	0	0	0	2
Gm15382	1	2	1	2
Gm15383	2	0	0	1
Gm15384	0	1	0	1
Gm15385	0	0	0	0
Gm15387	5	4	3	7
Gm15388	0	0	0	0
Gm15389	9	5	6	4
Gm15390	0	0	0	0
Gm15391	0	0	0	0
Gm15392	1	2	2	3
Gm15393	0	0	0	0
Gm15394	0	0	0	0
Gm15395	0	0	0	0
Gm15396	0	0	0	0
Gm15397	3	5	3	2
Gm15398	0	0	0	0
Gm15399	0	0	0	0
Gm15400	0	0	0	0
Gm15401	16	9	32	36
Gm15402	1	0	0	1
Gm15403	0	0	0	0
Gm15404	0	0	0	0
Gm15406	0	0	0	0
Gm15407	0	0	0	1
Gm15408	41	34	53	40
Gm15409	0	0	0	0
Gm15410	0	0	0	0
Gm15411	12	5	4	4
Gm15412	1	0	0	0
Gm15413	24	34	38	68
Gm15414	1	0	3	0
Gm15416	11	3	6	9
Gm15417	43	35	43	45
Gm15418	9	3	6	3
Gm15419	2	1	1	1
Gm15420	5	1	1	4
Gm15421	20	17	36	17
Gm15422	0	2	5	0
Gm15423	1	1	2	5
Gm15425	16	7	0	0
Gm15426	0	0	0	0
Gm15427	452	450	329	299
Gm15428	2	0	2	2
Gm15429	69	52	46	43
Gm15432	1	0	0	0
Gm15441	7	7	10	8
Gm15442	0	0	0	0
Gm15443	0	0	1	0
Gm15444	0	0	0	1
Gm15445	8	7	9	17
Gm15446	238	153	242	247
Gm15448	1	0	0	0
Gm15452	7	8	3	5
Gm15454	5	6	2	5
Gm15455	10	9	6	8
Gm15457	3	0	3	0
Gm15458	0	0	0	1
Gm15459	12571	6017	4719	10949
Gm15460	2	1	2	0
Gm15461	0	0	1	0
Gm15462	2	1	5	0
Gm15464	1	3	2	1
Gm15465	0	0	0	0
Gm15466	3	0	1	0
Gm15467	12	0	18	10
Gm15469	0	0	0	0
Gm15470	3	1	1	2
Gm15471	0	0	0	0
Gm15472	0	0	0	0
Gm15473	6	6	1	4
Gm15475	6	0	4	3
Gm15476	70	43	57	62
Gm15477	4	3	2	0
Gm15478	1	1	4	4
Gm15479	0	1	0	2
Gm15480	0	1	3	2
Gm15481	0	0	0	0
Gm15482	23	12	13	15
Gm15483	1	2	1	1
Gm15484	13	10	13	5
Gm15485	0	0	0	0
Gm15486	16	9	9	10
Gm15488	1	0	0	1
Gm15489	16	9	10	10
Gm15490	0	0	0	0
Gm15491	2	3	4	3
Gm15492	10	5	4	3
Gm15493	0	0	0	0
Gm15494	0	5	4	6
Gm15495	0	0	0	0
Gm15496	68	32	32	40
Gm15497	8	5	7	7
Gm15498	1	3	0	1
Gm15499	1	0	0	0
Gm15500	354	273	265	240
Gm15501	202	175	177	165
Gm15502	0	0	0	0
Gm15503	6	1	4	2
Gm15504	0	0	1	0
Gm15506	100	72	82	82
Gm15507	106	62	98	89
Gm15508	0	0	0	0
Gm15509	0	0	0	0
Gm15510	12	11	14	5
Gm15511	16	8	4	7
Gm15512	7	9	7	2
Gm15513	11	13	23	21
Gm15515	0	0	0	0
Gm15516	0	3	2	1
Gm15517	0	0	0	0
Gm15518	0	0	1	4
Gm15519	18	13	21	18
Gm15520	12	6	9	19
Gm15521	0	0	0	0
Gm15522	1	0	1	0
Gm15523	0	2	0	1
Gm15524	0	0	0	0
Gm15526	1	1	2	1
Gm15527	30	25	35	36
Gm15528	4	3	7	2
Gm15529	0	0	0	0
Gm1553	0	0	0	0
Gm15530	2	1	3	3
Gm15531	0	0	0	0
Gm15532	0	0	0	0
Gm15533	1	1	7	0
Gm15534	0	0	0	0
Gm15535	8	5	10	10
Gm15536	69	57	37	44
Gm15537	0	0	0	0
Gm15538	1	1	3	5
Gm15539	1	7	3	5
Gm15540	2	1	1	2
Gm15541	19	10	13	10
Gm15542	33	26	34	21
Gm15543	91	39	39	48
Gm15544	31	40	43	34
Gm15545	243	202	216	185
Gm15546	0	0	0	0
Gm15547	2	0	1	2
Gm15549	4	1	7	1
Gm15550	3	0	0	2
Gm15551	1	2	3	6
Gm15553	0	0	0	0
Gm15554	0	0	2	0
Gm15555	0	0	0	0
Gm15556	2	2	3	1
Gm15557	1	0	0	0
Gm15558	0	0	4	6
Gm15559	25	24	20	23
Gm15560	3	1	2	3
Gm15561	10	6	9	3
Gm15562	0	0	0	0
Gm15563	0	0	5	6
Gm15564	437	304	309	310
Gm15565	0	0	0	0
Gm15566	0	0	2	0
Gm15567	9	11	14	13
Gm15568	0	1	0	0
Gm15569	0	0	0	0
Gm15570	2	0	1	0
Gm15571	0	0	0	3
Gm15572	0	0	0	0
Gm15573	0	0	0	1
Gm15574	0	3	0	0
Gm15575	8	3	2	1
Gm15576	0	0	0	0
Gm15577	0	0	1	0
Gm15578	0	0	1	0
Gm15579	0	0	1	1
Gm15580	0	0	0	0
Gm15581	1	0	0	0
Gm15582	1	0	0	0
Gm15583	78	64	35	49
Gm15584	0	0	0	0
Gm15586	0	0	0	0
Gm15587	8	2	4	7
Gm15589	0	2	3	0
Gm1559	2	0	2	1
Gm15590	2	4	4	5
Gm15591	3	2	1	4
Gm15592	5	3	5	7
Gm15593	0	3	1	0
Gm15594	0	1	1	0
Gm15595	0	0	1	0
Gm15596	4	3	4	0
Gm15597	1	0	0	0
Gm15599	0	1	2	3
Gm15600	0	0	0	0
Gm15601	284	117	223	246
Gm15602	0	0	0	0
Gm15603	0	0	0	0
Gm15604	0	0	0	3
Gm15606	1	0	0	0
Gm15607	0	0	0	0
Gm15608	17	14	5	14
Gm15609	2	2	1	0
Gm15610	80	75	76	103
Gm15611	0	0	0	0
Gm15612	44	20	39	45
Gm15613	2	0	0	1
Gm15614	0	2	0	2
Gm15615	0	0	0	0
Gm15616	3	1	0	1
Gm15617	0	0	0	0
Gm15618	2	0	1	2
Gm15619	0	0	0	0
Gm15620	0	0	0	0
Gm15621	1	0	0	1
Gm15622	1	0	3	1
Gm15624	3	1	1	3
Gm15625	3	0	3	8
Gm15626	0	1	0	0
Gm15627	0	1	3	4
Gm15628	0	0	0	1
Gm15629	5	1	1	1
Gm15631	0	2	6	5
Gm15632	0	0	1	0
Gm15634	1	4	4	2
Gm15635	6	6	10	7
Gm15636	0	0	0	1
Gm15637	0	0	0	0
Gm15638	2	0	1	7
Gm15640	0	1	0	0
Gm15641	0	0	0	0
Gm15642	0	0	0	0
Gm15643	0	0	0	0
Gm15644	1	0	0	1
Gm15645	0	0	2	0
Gm15647	0	0	0	0
Gm15650	22	12	28	32
Gm15651	7	2	3	8
Gm15653	1	0	0	0
Gm15654	0	0	0	0
Gm15655	0	0	0	0
Gm15656	0	0	0	0
Gm15657	0	0	0	0
Gm15659	0	0	0	0
Gm15660	1	0	0	0
Gm15661	0	1	0	0
Gm15663	149	163	172	169
Gm15664	0	0	0	0
Gm15665	0	0	0	0
Gm15666	10	11	14	8
Gm15667	10	0	1	9
Gm15668	0	0	0	0
Gm15669	0	0	0	0
Gm15670	0	0	0	0
Gm15671	1	1	0	0
Gm15672	17	22	15	21
Gm15675	29	23	8	28
Gm15677	0	0	0	0
Gm15678	0	0	0	0
Gm15679	0	0	0	0
Gm15680	0	0	0	0
Gm15681	856	390	758	524
Gm15682	0	1	0	0
Gm15684	28	13	18	16
Gm15687	23	13	14	9
Gm15688	2	0	2	1
Gm15689	0	0	0	0
Gm15690	5	5	3	5
Gm15691	0	26	1	42
Gm15692	0	0	1	0
Gm15693	0	1	2	0
Gm15694	10	8	11	6
Gm15696	12	5	11	8
Gm15697	6	8	9	7
Gm15699	0	0	0	0
Gm15700	0	1	1	0
Gm15701	4	3	4	1
Gm15702	0	0	0	0
Gm15703	10	11	1	8
Gm15704	3	1	0	3
Gm15706	40	41	53	30
Gm15707	0	1	1	2
Gm15708	37	20	29	28
Gm15709	0	0	0	0
Gm15710	1	1	0	4
Gm15711	0	0	0	0
Gm15712	0	0	0	1
Gm15713	2	2	0	1
Gm15715	0	1	1	0
Gm15716	0	0	0	0
Gm15718	7	7	11	10
Gm15719	2	0	2	0
Gm15720	3	5	2	1
Gm15721	0	0	0	0
Gm15722	0	0	0	0
Gm15723	0	1	0	0
Gm15725	0	0	0	0
Gm15726	1	1	3	2
Gm15727	5	9	10	6
Gm15728	32	19	36	27
Gm15729	0	0	0	0
Gm15730	0	0	0	0
Gm15731	2	0	0	0
Gm15732	2	2	0	8
Gm15733	0	0	0	0
Gm15734	2	2	3	1
Gm15736	0	0	0	0
Gm15737	1	3	1	0
Gm15738	11	20	5	8
Gm15739	0	0	1	1
Gm15740	1	2	2	5
Gm15741	0	0	0	0
Gm15742	3	2	0	2
Gm15743	0	3	2	0
Gm15744	0	1	0	1
Gm15745	0	1	0	1
Gm15746	0	0	0	0
Gm15747	3	2	1	2
Gm15749	0	0	0	0
Gm15750	0	1	1	1
Gm15751	164	93	112	106
Gm15752	0	0	0	0
Gm15753	93	61	102	90
Gm15754	44	31	11	9
Gm15755	0	2	0	3
Gm15756	1	0	0	0
Gm15758	3	4	7	3
Gm15759	3	1	3	2
Gm15760	77	60	61	64
Gm15762	1	1	0	2
Gm15763	4	0	1	0
Gm15764	12	14	15	10
Gm15765	1	0	0	0
Gm15766	0	0	0	0
Gm15767	1	0	0	0
Gm15770	1	0	0	0
Gm15772	21	15	20	25
Gm15773	1	1	0	0
Gm15774	10	7	26	15
Gm15775	2	2	9	7
Gm15777	70	34	55	71
Gm15778	2	3	0	0
Gm15779	1	1	0	1
Gm15780	2	0	1	0
Gm15781	0	0	0	0
Gm15782	0	0	0	1
Gm15783	0	0	0	0
Gm15784	12	17	1	27
Gm15785	1	2	2	3
Gm15786	0	0	0	0
Gm15787	38	40	29	33
Gm15788	15	6	11	6
Gm15789	11	1	11	11
Gm15790	0	1	1	2
Gm15791	1	3	1	2
Gm15792	34	16	24	28
Gm15793	14	15	23	9
Gm15794	0	0	0	0
Gm15795	1	0	1	0
Gm15796	2	1	1	2
Gm15798	1	3	4	4
Gm15799	0	0	0	1
Gm15801	9	4	6	6
Gm15802	9	5	5	4
Gm15803	0	0	0	0
Gm15806	0	0	0	0
Gm15807	0	0	0	0
Gm15808	0	0	0	0
Gm15809	0	0	0	0
Gm15810	0	0	0	0
Gm15812	0	0	0	0
Gm15813	0	1	0	1
Gm15815	0	0	0	0
Gm15816	15	5	8	6
Gm15818	0	0	0	0
Gm15819	0	1	2	3
Gm15820	2	0	0	0
Gm15821	5	4	2	4
Gm15823	0	0	0	0
Gm15824	0	0	0	0
Gm15825	0	0	0	0
Gm15826	0	0	0	0
Gm15828	0	0	0	0
Gm15829	6	4	3	2
Gm15831	0	0	0	0
Gm15832	39	39	35	37
Gm15833	0	0	0	0
Gm15834	19	10	19	15
Gm15835	23	9	14	16
Gm15836	4	0	0	1
Gm15838	0	0	0	1
Gm15839	12	8	8	14
Gm15840	0	1	0	0
Gm15841	0	0	0	0
Gm15842	2	1	2	3
Gm15843	1	0	1	0
Gm15844	0	0	0	1
Gm15845	0	0	0	0
Gm15846	17	11	15	14
Gm15847	3	1	4	3
Gm15848	2	1	0	0
Gm15849	0	0	0	0
Gm15850	0	0	0	0
Gm15851	3	0	0	0
Gm15852	0	7	2	2
Gm15853	7	7	12	6
Gm15854	0	0	0	0
Gm15856	1	1	1	0
Gm15857	0	0	2	1
Gm15859	1	0	0	0
Gm15860	18	9	10	7
Gm15861	0	0	0	0
Gm15862	2	0	0	0
Gm15864	0	0	0	0
Gm15866	23	18	23	19
Gm15867	22	28	10	16
Gm15868	4	7	6	2
Gm1587	49	37	54	42
Gm15870	1	3	0	0
Gm15872	1	0	0	0
Gm15873	2	4	3	3
Gm15875	0	0	2	0
Gm15877	0	0	4	1
Gm15878	0	0	0	1
Gm15879	12	26	22	30
Gm15880	9	2	12	10
Gm15881	0	0	0	0
Gm15882	0	0	0	0
Gm15883	4	1	0	0
Gm15884	7	12	11	5
Gm15885	0	0	0	0
Gm15886	0	0	0	0
Gm15888	0	0	0	0
Gm15889	0	0	1	0
Gm15890	4	1	0	3
Gm15891	0	0	0	0
Gm15892	14	10	5	13
Gm15893	51	18	32	39
Gm15894	0	0	0	0
Gm15895	4	8	3	1
Gm15896	0	0	0	0
Gm15897	3	1	0	0
Gm15898	1	4	1	1
Gm15899	0	2	1	1
Gm15900	4	1	0	1
Gm15901	0	1	1	0
Gm15902	3	0	2	4
Gm15903	10	3	7	12
Gm15904	1	0	1	3
Gm15905	0	0	1	0
Gm15906	0	1	0	0
Gm15907	8	3	8	5
Gm15908	0	0	0	0
Gm15910	31	26	28	23
Gm15911	10	7	6	4
Gm15912	8	12	13	6
Gm15913	0	0	0	0
Gm15914	2	0	0	0
Gm15915	46	39	20	24
Gm15916	0	0	0	0
Gm15917	1	2	1	4
Gm15918	0	1	1	0
Gm15921	6	2	2	7
Gm15922	2	1	1	0
Gm15923	0	0	0	0
Gm15925	0	0	0	0
Gm15926	0	0	0	0
Gm15927	18	13	16	19
Gm15928	0	0	0	0
Gm15929	0	0	4	2
Gm15930	0	0	0	0
Gm15931	1	1	0	1
Gm15932	1	6	3	2
Gm15933	0	1	0	0
Gm15934	0	0	0	0
Gm15935	0	0	0	0
Gm15936	0	0	0	0
Gm15937	0	0	2	1
Gm15938	3	0	2	4
Gm15939	0	0	0	1
Gm15940	1	0	1	0
Gm15941	38	16	28	24
Gm15942	5	1	2	2
Gm15943	0	0	2	3
Gm15945	16	4	26	18
Gm15946	2	0	1	1
Gm15947	1	0	0	0
Gm15948	1	1	2	2
Gm15949	2	1	0	0
Gm15950	22	7	13	17
Gm15951	7	3	5	5
Gm15952	7	8	4	9
Gm15953	12	8	14	17
Gm15956	4	1	1	10
Gm15957	0	0	0	0
Gm15958	88	96	54	50
Gm15959	0	0	0	0
Gm15961	0	2	2	1
Gm15962	20	8	8	5
Gm15963	0	1	0	2
Gm15964	33	13	28	34
Gm15965	1	0	0	0
Gm15966	5	1	2	5
Gm15967	0	0	0	0
Gm15968	0	0	0	0
Gm15969	0	1	0	1
Gm15970	0	0	0	0
Gm15971	4	1	1	2
Gm15972	6	7	2	4
Gm15974	0	0	0	0
Gm15975	68	13	37	6
Gm15976	6	0	7	6
Gm15978	0	0	0	0
Gm15979	0	0	0	1
Gm15981	0	0	2	0
Gm15982	0	1	2	2
Gm15983	13	13	20	20
Gm15984	0	0	0	0
Gm15985	0	1	0	0
Gm15986	0	0	0	0
Gm15987	1	0	0	0
Gm15988	0	0	0	1
Gm15989	1	1	6	2
Gm15990	0	1	1	0
Gm15991	18	21	15	13
Gm15994	8	4	5	4
Gm15995	0	0	0	0
Gm15996	9	2	8	5
Gm15997	0	0	0	0
Gm15998	3	4	5	3
Gm15999	0	2	1	0
Gm1600	0	0	0	0
Gm16000	0	0	0	2
Gm16001	84	78	90	57
Gm16004	0	0	0	0
Gm16005	0	0	0	0
Gm16006	3	1	1	1
Gm16007	0	0	0	0
Gm16008	78	39	68	77
Gm16010	8	8	5	6
Gm16011	0	2	2	4
Gm16013	0	0	0	0
Gm16014	0	0	0	0
Gm16015	2	1	1	0
Gm16016	0	0	0	0
Gm16017	0	0	0	0
Gm16019	1	1	1	1
Gm16020	1	2	2	2
Gm16021	0	0	0	0
Gm16023	64	56	65	78
Gm16024	2	2	4	1
Gm16025	0	0	0	1
Gm16026	79	43	108	92
Gm16027	0	1	0	0
Gm16028	3	3	8	5
Gm16029	1	0	1	0
Gm16030	0	0	0	1
Gm16031	1	3	0	2
Gm16032	0	0	0	0
Gm16033	0	0	0	0
Gm16034	0	0	0	0
Gm16035	0	0	1	0
Gm16036	0	0	0	0
Gm16038	0	0	0	0
Gm16041	0	0	0	0
Gm16042	0	0	0	0
Gm16043	1	0	0	0
Gm16044	4	4	2	3
Gm16045	0	1	2	2
Gm16046	17	8	8	10
Gm16048	5	11	2	6
Gm1604a	9	1	1	1
Gm1604b	0	0	0	0
Gm16050	27	19	18	20
Gm16053	2	1	2	1
Gm16054	0	2	2	7
Gm16055	0	0	1	1
Gm16056	0	0	0	0
Gm16057	0	0	0	0
Gm16058	0	0	0	0
Gm16059	10	3	9	5
Gm16060	2	2	2	5
Gm16061	0	2	0	1
Gm16062	32	18	8	15
Gm16063	1	1	5	0
Gm16064	7	11	4	4
Gm16066	0	1	0	1
Gm16068	1	0	0	1
Gm16069	3	1	2	1
Gm16070	6	1	3	1
Gm16071	0	1	0	1
Gm16072	1	2	3	1
Gm16073	3	0	4	2
Gm16074	0	0	1	3
Gm16075	6	2	1	5
Gm16076	0	0	0	0
Gm16077	0	0	0	0
Gm16079	0	1	0	0
Gm16080	0	0	0	0
Gm16081	4	3	1	0
Gm16082	0	0	1	0
Gm16083	1	0	0	1
Gm16084	0	0	0	0
Gm16085	0	0	0	0
Gm16086	0	0	0	0
Gm16087	1	1	1	0
Gm16089	1	3	0	3
Gm16090	0	0	1	1
Gm16091	49	73	61	68
Gm16092	1	1	0	0
Gm16093	4	0	8	5
Gm16094	1	1	0	0
Gm16095	0	0	0	0
Gm16096	16	8	10	11
Gm16098	0	0	0	0
Gm16099	0	0	0	1
Gm16100	0	0	0	0
Gm16101	0	0	0	0
Gm16102	0	0	1	0
Gm16103	8	7	6	6
Gm16104	11	5	7	10
Gm16105	0	0	0	0
Gm16106	0	0	0	0
Gm16107	0	0	0	0
Gm16110	0	0	0	0
Gm16111	1	2	1	0
Gm16112	0	0	0	0
Gm16113	0	1	1	0
Gm16114	0	1	1	1
Gm16116	8	1	8	6
Gm16117	0	1	0	0
Gm16118	46	33	41	30
Gm16120	3	0	0	2
Gm16121	1	1	0	0
Gm16122	0	0	0	0
Gm16123	0	0	0	0
Gm16124	66	66	51	40
Gm16125	0	0	2	0
Gm16126	0	0	1	0
Gm16127	0	0	0	0
Gm16128	0	2	0	2
Gm16129	0	0	0	0
Gm16130	0	0	0	0
Gm16131	0	0	0	0
Gm16132	0	0	0	0
Gm16133	5	1	10	6
Gm16134	0	0	0	0
Gm16135	0	0	0	0
Gm16136	3	10	0	1
Gm16137	3	2	3	1
Gm16138	0	0	0	0
Gm16139	0	0	1	0
Gm16140	0	0	0	0
Gm16141	2	2	1	2
Gm16142	0	0	0	0
Gm16143	4	2	5	5
Gm16144	50	42	61	53
Gm16145	0	2	0	0
Gm16146	18	4	19	26
Gm16147	0	0	1	0
Gm16148	3	2	6	5
Gm16149	0	0	1	0
Gm16150	13	7	11	6
Gm16151	3	2	3	3
Gm16152	13	5	3	5
Gm16153	75	35	55	68
Gm16155	0	0	1	0
Gm16156	33	20	9	27
Gm16157	7	7	8	4
Gm16158	0	0	3	0
Gm16159	3	0	0	5
Gm16160	1	0	1	1
Gm16161	3	7	11	8
Gm16162	0	0	0	0
Gm16163	1	3	2	0
Gm16164	0	0	0	0
Gm16165	0	0	0	0
Gm16166	9	4	7	13
Gm16167	1	0	0	0
Gm16168	0	2	0	1
Gm16169	0	0	0	0
Gm16170	20	10	25	26
Gm16171	3	1	0	1
Gm16172	27	15	14	18
Gm16174	7	1	5	1
Gm16175	0	0	0	0
